左腿步频(步/s),左腿支撑相占比(%),左腿摆动相占比(%),左腿步长(cm),右腿步频(步/s),右腿支撑相(%),右腿摆动相(%),右腿步长(cm),步宽(cm),平均步速(cm/s),步幅(cm)
0.66,62.0,38.0,16.8,0.67,64.0,36.0,102.39,22.95,78.94,119.19
